,state,county,candidate,party,total_votes,won,lat,lng,population,density,ln_total_votes
1825,Hawaii,Maui,Joe Biden,DEM,211132.0,True,20.8715,-156.4603,29993.0,804.0,5.324554061683751
1855,Idaho,Ada,Donald Trump,REP,5819.0,True,43.6005,-116.2308,407550.0,1047.0,3.7648483571934106
1863,Idaho,Adams,Donald Trump,REP,16818.0,True,44.7328,-116.4376,823.0,301.0,4.22577434814393
1865,Idaho,Bannock,Donald Trump,REP,12893.0,True,42.8724,-112.4647,74359.0,648.0,4.1103539826640025
1874,Idaho,Bear Lake,Donald Trump,REP,4896.0,True,42.326,-111.2988,2512.0,418.0,3.6898414091375047
1880,Idaho,Benewah,Donald Trump,REP,7277.0,True,47.3146,-116.5723,3219.0,1046.0,3.8619523749214517
1886,Idaho,Bingham,Donald Trump,REP,2196.0,True,43.194,-112.3454,11936.0,777.0,3.3416323357780544
1896,Idaho,Blaine,Joe Biden,DEM,84835.0,True,43.5141,-114.3001,8575.0,842.0,4.928575064177394
1902,Idaho,Boise,Donald Trump,REP,13123.0,True,43.6681,-116.0209,1380.0,17.0,4.118033128828567
1910,Idaho,Bonner,Donald Trump,REP,5528.0,True,48.2822,-116.5614,8692.0,784.0,3.742568034366142
1922,Idaho,Bonneville,Donald Trump,REP,8347.0,True,43.4871,-112.0362,101326.0,1004.0,3.9215304135012423
1929,Idaho,Boundary,Donald Trump,REP,4464.0,True,48.6928,-116.3184,2639.0,431.0,3.6497241859295224
1931,Idaho,Butte,Donald Trump,REP,5816.0,True,43.6316,-113.3017,758.0,273.0,3.7646243978509815
1934,Idaho,Camas,Donald Trump,REP,75865.0,True,43.3489,-114.8006,567.0,249.0,4.880041462158636
1935,Idaho,Canyon,Donald Trump,REP,100191.0,True,43.5844,-116.5638,181887.0,1116.0,5.000828711292845
1943,Idaho,Caribou,Donald Trump,REP,6213.0,True,42.659,-111.5878,2994.0,261.0,3.793301353613115
1946,Idaho,Cassia,Donald Trump,REP,23481.0,True,42.5379,-113.7926,10476.0,632.0,4.370716588539546
1951,Idaho,Clark,Donald Trump,REP,37003.0,True,44.1727,-112.2293,619.0,87.0,4.568236935705616
1953,Idaho,Clearwater,Donald Trump,REP,16818.0,True,46.4866,-116.2572,3109.0,486.0,4.22577434814393
1957,Idaho,Custer,Donald Trump,REP,15830.0,True,44.5055,-114.2281,761.0,148.0,4.199480914862356
1961,Idaho,Elmore,Donald Trump,REP,10189.0,True,43.1324,-115.697,14308.0,911.0,4.008131562240663
1965,Idaho,Franklin,Donald Trump,REP,24056.0,True,42.0989,-111.8802,5477.0,309.0,4.381223415092461
1971,Idaho,Fremont,Donald Trump,REP,70655.0,True,43.9648,-111.6841,3552.0,886.0,4.84914290072915
1978,Idaho,Gem,Donald Trump,REP,5691.0,True,43.8693,-116.4916,6942.0,1029.0,3.755188585608325
1980,Idaho,Gooding,Donald Trump,REP,10102.0,True,42.9373,-114.7134,3487.0,886.0,4.0044073641763305
1984,Idaho,Idaho,Donald Trump,REP,7122.0,True,45.926,-116.1224,3195.0,818.0,3.852601969338235
1992,Idaho,Jefferson,Donald Trump,REP,10441.0,True,43.6734,-111.9132,4209.0,671.0,4.018742095762382
1999,Idaho,Jerome,Donald Trump,REP,8416.0,True,42.7179,-114.5159,11824.0,806.0,3.925105726809664
2002,Idaho,Kootenai,Donald Trump,REP,91168.0,True,47.704,-116.7936,114880.0,1234.0,4.959842427559383
2018,Idaho,Latah,Joe Biden,DEM,39529.0,True,46.7308,-116.9986,25652.0,1433.0,4.596915827751136
2029,Idaho,Lemhi,Donald Trump,REP,7923.0,True,45.1743,-113.8947,3135.0,482.0,3.8988896559265864
2031,Idaho,Lewis,Donald Trump,REP,141800.0,True,46.2269,-116.0283,1334.0,469.0,5.151676230847047
2036,Idaho,Lincoln,Donald Trump,REP,2343.0,True,42.9369,-114.4055,1620.0,533.0,3.369772288596963
2039,Idaho,Madison,Donald Trump,REP,4592.0,True,43.8226,-111.7919,29064.0,1116.0,3.662001879389917
2041,Idaho,Minidoka,Donald Trump,REP,52352.0,True,42.6189,-113.674,5820.0,1091.0,4.71893327765521
2046,Idaho,Nez Perce,Donald Trump,REP,17055.0,True,46.3934,-116.9933,32853.0,732.0,4.231851723743416
2051,Idaho,Oneida,Donald Trump,REP,6758.0,True,42.1899,-112.2497,1945.0,444.0,3.8298181874388777
2052,Idaho,Owyhee,Donald Trump,REP,9053.0,True,43.6154,-116.9379,2688.0,734.0,3.956792520370495
2057,Idaho,Payette,Donald Trump,REP,1779.0,True,44.0788,-116.9255,7655.0,741.0,3.250175948083925
2060,Idaho,Power,Donald Trump,REP,7157.0,True,42.7828,-112.8541,4295.0,1027.0,3.8547310172139424
2063,Idaho,Shoshone,Donald Trump,REP,9487.0,True,47.5371,-116.142,2221.0,215.0,3.977128900580682
2071,Idaho,Teton,Joe Biden,DEM,9447.0,True,43.7299,-111.1043,2454.0,292.0,3.975293915356206
2074,Idaho,Twin Falls,Donald Trump,REP,7695.0,True,42.5645,-114.4613,49819.0,993.0,3.8862086241674976
2082,Idaho,Valley,Donald Trump,REP,3298.0,True,44.9076,-116.1124,3485.0,148.0,3.5182506513085
2087,Idaho,Washington,Donald Trump,REP,28001.0,True,44.2547,-116.9689,5358.0,693.0,4.447173541582463
2090,Illinois,Adams,Donald Trump,REP,2003.0,True,39.9336,-91.3799,40111.0,982.0,3.3016809492935764
2113,Illinois,Alexander,Donald Trump,REP,864.0,True,37.0062,-89.1819,1884.0,104.0,2.936513742478893
2120,Illinois,Bond,Donald Trump,REP,1575.0,True,38.8867,-89.3894,6725.0,411.0,3.197280558125619
2128,Illinois,Boone,Donald Trump,REP,7182.0,True,42.2543,-88.8649,24932.0,797.0,3.8562454007900544
2136,Illinois,Brown,Donald Trump,REP,6113.0,True,39.9853,-90.7642,2220.0,773.0,3.78625439578978
2140,Illinois,Bureau,Donald Trump,REP,2881.0,True,41.3807,-89.464,7589.0,355.0,3.459543258280413
2162,Illinois,Calhoun,Donald Trump,REP,598.0,True,39.1591,-90.6248,831.0,150.0,2.776701183988411
2167,Illinois,Carroll,Donald Trump,REP,411.0,True,42.0904,-90.1395,2924.0,431.0,2.6138418218760693
2175,Illinois,Cass,Donald Trump,REP,4518.0,True,39.9993,-90.4178,5504.0,587.0,3.6549462265843444
2180,Illinois,Champaign,Joe Biden,DEM,4776.0,True,40.1142,-88.2737,152940.0,1486.0,3.6790643181213127
2207,Illinois,Christian,Donald Trump,REP,1470.0,True,39.5328,-89.2804,10766.0,402.0,3.167317334748176
2221,Illinois,Clark,Donald Trump,REP,454.0,True,39.3986,-87.69,3615.0,380.0,2.6570558528571038
2226,Illinois,Clay,Donald Trump,REP,1832.0,True,38.6688,-88.4758,4686.0,385.0,3.2629254693318317
2232,Illinois,Clinton,Donald Trump,REP,5021.0,True,38.6138,-89.523,4160.0,601.0,3.700790221374347
2245,Illinois,Coles,Donald Trump,REP,1700.0,True,39.4842,-88.1781,20141.0,875.0,3.230448921378274
2253,Illinois,Cook,Joe Biden,DEM,4218.0,True,41.8375,-87.6866,8586888.0,4576.0,3.6251065754034677
2372,Illinois,Crawford,Donald Trump,REP,797.0,True,39.0089,-87.7333,7431.0,610.0,2.9014583213961123
2380,Illinois,Cumberland,Donald Trump,REP,3415.0,True,39.2484,-88.1598,1754.0,387.0,3.5333907080175515
2384,Illinois,DeKalb,Joe Biden,DEM,478.0,True,41.9314,-88.7481,66624.0,1027.0,2.6794278966121188
2397,Illinois,De Witt,Donald Trump,REP,1054.0,True,40.1468,-88.9633,6982.0,754.0,3.022840610876528
2405,Illinois,Douglas,Donald Trump,REP,949.0,True,39.7968,-88.2749,4599.0,617.0,2.977266212427293
2413,Illinois,DuPage,Joe Biden,DEM,4400.0,True,41.748,-88.1659,147734.0,1459.0,3.6434526764861874
2444,Illinois,Edgar,Donald Trump,REP,1241.0,True,39.6148,-87.6903,8616.0,586.0,3.09377178149873
2452,Illinois,Edwards,Donald Trump,REP,3221.0,True,38.3766,-88.058,2215.0,400.0,3.5079907248196913
2456,Illinois,Effingham,Donald Trump,REP,10336.0,True,39.1205,-88.5509,12310.0,461.0,4.014352500651009
2466,Illinois,Fayette,Donald Trump,REP,1255.0,True,38.9754,-89.1117,6615.0,313.0,3.098643725817057
2474,Illinois,Ford,Donald Trump,REP,14701.0,True,40.4563,-88.102,4076.0,518.0,4.1673468775856355
2483,Illinois,Franklin,Donald Trump,REP,6004.0,True,37.8997,-88.9301,7597.0,589.0,3.7784406835712327
2499,Illinois,Fulton,Donald Trump,REP,1109.0,True,40.5632,-90.0409,13600.0,668.0,3.04493154614916
2519,Illinois,Gallatin,Donald Trump,REP,250458.0,True,37.7157,-88.1866,1272.0,668.0,5.398734908256983
2526,Illinois,Greene,Donald Trump,REP,224330.0,True,39.2948,-90.4062,2590.0,525.0,5.350887356343713
2534,Illinois,Grundy,Donald Trump,REP,22443.0,True,41.3749,-88.4304,14420.0,561.0,4.351080909463016
2545,Illinois,Hamilton,Donald Trump,REP,20918.0,True,38.0902,-88.5388,2539.0,347.0,4.3205201586614885
2550,Illinois,Hancock,Donald Trump,REP,2686.0,True,40.39,-91.3623,2808.0,304.0,3.4291060083326967
2566,Illinois,Hardin,Donald Trump,REP,20716.0,True,37.4239,-88.3501,1020.0,203.0,4.3163059023458565
2569,Illinois,Henderson,Donald Trump,REP,34760.0,True,40.9379,-90.9499,1352.0,355.0,4.541079767776629
2578,Illinois,Henry,Donald Trump,REP,150745.0,True,41.2399,-89.9264,12622.0,738.0,5.178242916112875
2596,Illinois,Iroquois,Donald Trump,REP,104123.0,True,40.7752,-87.7304,4956.0,649.0,5.017546672543961
2616,Illinois,Jackson,Joe Biden,DEM,771541.0,True,37.7221,-89.2237,66482.0,563.0,5.8873590095963655
2628,Illinois,Jasper,Donald Trump,REP,20236.0,True,38.9872,-88.1643,2884.0,533.0,4.30612467073653
2636,Illinois,Jefferson,Donald Trump,REP,90175.0,True,38.314,-88.9174,14769.0,391.0,4.9550861509904
2646,Illinois,Jersey,Donald Trump,REP,16423.0,True,39.1176,-90.327,7860.0,579.0,4.215452492883251
2652,Illinois,Jo Daviess,Donald Trump,REP,147150.0,True,42.4218,-90.4293,3168.0,272.0,5.1677602664356295
2664,Illinois,Johnson,Donald Trump,REP,4665.0,True,37.4143,-88.8871,1587.0,216.0,3.668851648082519
2671,Illinois,Kane,Joe Biden,DEM,68371.0,True,41.7638,-88.2902,199326.0,1709.0,4.834871931974133
2695,Illinois,Kankakee,Donald Trump,REP,7631.0,True,41.102,-87.8643,82095.0,662.0,3.8825814535544514
2715,Illinois,Kendall,Joe Biden,DEM,1817.0,True,41.6834,-88.3372,35470.0,919.0,3.2593549273080344
2723,Illinois,Knox,Donald Trump,REP,35466.0,True,40.9506,-90.3763,30405.0,661.0,4.549812209732531
2739,Illinois,Lake,Joe Biden,DEM,2338.0,True,42.3791,-88.0811,287012.0,2090.0,3.3688445068258215
2794,Illinois,LaSalle,Donald Trump,REP,49860.0,True,41.3555,-88.8261,18742.0,493.0,4.697752274167755
2824,Illinois,Lawrence,Donald Trump,REP,94210.0,True,38.7264,-87.6873,4365.0,778.0,4.974097003794131
2829,Illinois,Lee,Donald Trump,REP,118966.0,True,41.8439,-89.4794,15544.0,774.0,5.075422859525162
2843,Illinois,Livingston,Donald Trump,REP,16675.0,True,40.8894,-88.6409,11430.0,526.0,4.222065842588586
2857,Illinois,Logan,Donald Trump,REP,101001.0,True,40.1508,-89.372,13742.0,849.0,5.004325673706721
2870,Illinois,McDonough,Donald Trump,REP,5389.0,True,40.4709,-90.6807,17658.0,644.0,3.7315081835960253
2881,Illinois,McHenry,Donald Trump,REP,119778.0,True,42.2333,-88.3351,39685.0,809.0,5.078377057151801
2916,Illinois,McLean,Joe Biden,DEM,16626.0,True,40.4757,-88.9703,132710.0,1106.0,4.220787776165875
2939,Illinois,Macon,Donald Trump,REP,266678.0,True,39.8557,-88.9342,86604.0,646.0,5.425987189395551
2953,Illinois,Macoupin,Donald Trump,REP,125234.0,True,39.2775,-89.8762,5645.0,647.0,5.097722252259218
2980,Illinois,Madison,Donald Trump,REP,58923.0,True,38.9037,-90.152,83705.0,652.0,4.770284850361321
3012,Illinois,Marion,Donald Trump,REP,41198.0,True,38.5224,-89.1232,12354.0,581.0,4.6148761332650095
3025,Illinois,Marshall,Donald Trump,REP,83829.0,True,41.1172,-89.3569,2352.0,505.0,4.923394285470749
3033,Illinois,Mason,Donald Trump,REP,9064.0,True,40.295,-90.0566,3178.0,442.0,3.9573198968553407
3043,Illinois,Massac,Donald Trump,REP,118478.0,True,37.1565,-88.7082,6053.0,388.0,5.073637714349285
3046,Illinois,Menard,Donald Trump,REP,14858.0,True,40.0143,-89.8452,2564.0,633.0,4.171960354012677
3052,Illinois,Mercer,Donald Trump,REP,4846.0,True,41.199,-90.7459,3625.0,590.0,3.6853834098014873
3065,Illinois,Monroe,Donald Trump,REP,25788.0,True,38.4581,-90.2156,10692.0,400.0,4.411417661539068
3071,Illinois,Montgomery,Donald Trump,REP,11528.0,True,39.1954,-89.63,6626.0,284.0,4.061753967805933
3091,Illinois,Morgan,Donald Trump,REP,6482.0,True,39.7292,-90.2317,18784.0,686.0,3.811709026696191
3103,Illinois,Moultrie,Donald Trump,REP,13101.0,True,39.5951,-88.6084,4450.0,620.0,4.117304446641002
3110,Illinois,Ogle,Donald Trump,REP,32006.0,True,41.9197,-89.0629,9083.0,263.0,4.505231400902134
3128,Illinois,Peoria,Joe Biden,DEM,148655.0,True,40.752,-89.6154,253461.0,906.0,5.172179521249604
3148,Illinois,Perry,Donald Trump,REP,5494.0,True,38.0019,-89.2323,5723.0,316.0,3.739888655084543
3154,Illinois,Piatt,Donald Trump,REP,1985.0,True,40.0342,-88.5728,5815.0,582.0,3.297760511099134
3164,Illinois,Pike,Donald Trump,REP,8723.0,True,39.6201,-90.7936,4215.0,340.0,3.940665872475829
3183,Illinois,Pope,Donald Trump,REP,3200.0,True,37.3619,-88.487,1136.0,860.0,3.505149978319906
3185,Illinois,Pulaski,Donald Trump,REP,1669.0,True,37.1145,-89.2023,916.0,292.0,3.222456336679247
3192,Illinois,Putnam,Donald Trump,REP,2539.0,True,41.2658,-89.2307,1449.0,428.0,3.4046627008737222
3198,Illinois,Randolph,Donald Trump,REP,906.0,True,37.92,-89.826,8264.0,549.0,2.957128197676813
3212,Illinois,Richland,Donald Trump,REP,3506.0,True,38.7285,-88.0839,8872.0,494.0,3.544811911757776
3218,Illinois,Rock Island,Joe Biden,DEM,5241.0,True,41.4821,-90.492,41213.0,949.0,3.7194141597025934
3242,Illinois,St. Clair,Joe Biden,DEM,5323.0,True,38.5164,-89.99,41256.0,685.0,3.7261564661727546
3273,Illinois,Saline,Donald Trump,REP,143878.0,True,37.7374,-88.5457,8578.0,500.0,5.157994392205962
3280,Illinois,Sangamon,Donald Trump,REP,74357.0,True,39.7709,-89.654,162348.0,726.0,4.871321859452088
3306,Illinois,Schuyler,Donald Trump,REP,9420.0,True,40.1199,-90.5666,2248.0,525.0,3.9740509027928774
3310,Illinois,Scott,Donald Trump,REP,416.0,True,39.6298,-90.456,1717.0,587.0,2.6190933306267428
3320,Illinois,Shelby,Donald Trump,REP,24717.0,True,39.4097,-88.8005,4198.0,397.0,4.392995757577354
3333,Illinois,Stark,Donald Trump,REP,1000.0,True,41.0639,-89.7729,1395.0,630.0,3.0
3337,Illinois,Stephenson,Donald Trump,REP,1218.0,True,42.2891,-89.6346,23930.0,777.0,3.0856472882968564
3349,Illinois,Tazewell,Donald Trump,REP,1609.0,True,40.5678,-89.6251,32796.0,805.0,3.2065560440990297
3366,Illinois,Union,Donald Trump,REP,6133.0,True,37.4612,-89.2388,4149.0,450.0,3.787672964687493
3372,Illinois,Vermilion,Donald Trump,REP,357514.0,True,40.1426,-87.6111,30969.0,669.0,5.553293053140451
3395,Illinois,Wabash,Donald Trump,REP,29710.0,True,38.4187,-87.7695,6922.0,555.0,4.472902651803664
3399,Illinois,Warren,Donald Trump,REP,1720.0,True,40.914,-90.6425,8837.0,804.0,3.2355284469075487
3405,Illinois,Washington,Donald Trump,REP,15939.0,True,38.3541,-89.377,3076.0,385.0,4.2024610706294
3418,Illinois,Wayne,Donald Trump,REP,13669.0,True,38.3798,-88.3723,4912.0,470.0,4.135736743509474
3427,Illinois,White,Donald Trump,REP,2292.0,True,38.0861,-88.1722,4865.0,725.0,3.3602146132953523
3437,Illinois,Whiteside,Donald Trump,REP,8086.0,True,41.7996,-89.6956,14774.0,984.0,3.9077337369976552
3450,Illinois,Will,Joe Biden,DEM,5297.0,True,41.5188,-88.1499,147323.0,881.0,3.7240299729355977
3496,Illinois,Williamson,Donald Trump,REP,4002.0,True,37.7345,-88.942,17539.0,470.0,3.6022770843001926
3512,Illinois,Winnebago,Joe Biden,DEM,2355.0,True,42.2596,-89.064,280337.0,881.0,3.371990911464915
3525,Illinois,Woodford,Donald Trump,REP,10342.0,True,40.7148,-89.2775,5485.0,789.0,4.014604533436051
3541,Illinois,Cook Suburbs,Joe Biden,DEM,2126.0,True,,,,,3.327563260187278
3542,Indiana,Adams,Donald Trump,REP,32362.0,True,40.8286,-84.9277,9700.0,614.0,4.510035353549736
3546,Indiana,Allen,Donald Trump,REP,3874.0,True,41.0888,-85.1436,329170.0,935.0,3.588159616383092
3555,Indiana,Bartholomew,Donald Trump,REP,4865.0,True,39.2093,-85.9183,48820.0,670.0,3.6870828446043706
3562,Indiana,Benton,Donald Trump,REP,6512.0,True,40.617,-87.3185,2205.0,602.0,3.813714391881145
3569,Indiana,Blackford,Donald Trump,REP,26088.0,True,40.4537,-85.3736,5781.0,574.0,4.4164407857979
3572,Indiana,Boone,Donald Trump,REP,284480.0,True,39.9897,-86.3182,28035.0,161.0,5.4540517392901195
3579,Indiana,Brown,Donald Trump,REP,3662.0,True,39.208,-86.2385,1521.0,366.0,3.5637183399656776
3581,Indiana,Carroll,Donald Trump,REP,329.0,True,40.5834,-86.6668,2979.0,423.0,2.5171958979499744
3590,Indiana,Cass,Donald Trump,REP,633.0,True,40.7472,-86.352,17968.0,661.0,2.801403710017355
3595,Indiana,Clark,Donald Trump,REP,964.0,True,38.3376,-85.7026,47932.0,543.0,2.984077033902831
3604,Indiana,Clay,Donald Trump,REP,5185.0,True,39.5226,-87.124,8225.0,861.0,3.7147487607250596
3612,Indiana,Clinton,Donald Trump,REP,1214.0,True,40.281,-86.5212,15569.0,746.0,3.0842186867392387
3618,Indiana,Crawford,Donald Trump,REP,705.0,True,38.3408,-86.4592,955.0,121.0,2.848189116991399
3623,Indiana,Daviess,Donald Trump,REP,752.0,True,38.6586,-87.1591,12514.0,728.0,2.876217840591642
3631,Indiana,Dearborn,Donald Trump,REP,176.0,True,39.2254,-84.8613,5801.0,178.0,2.24551266781415
3640,Indiana,Decatur,Donald Trump,REP,431.0,True,39.3518,-85.5028,11221.0,462.0,2.6344772701607315
3647,Indiana,DeKalb,Donald Trump,REP,433.0,True,41.3666,-85.0559,13209.0,664.0,2.6364878963533656
3655,Indiana,Delaware,Donald Trump,REP,3794.0,True,40.1989,-85.395,87037.0,954.0,3.5790973265526436
3662,Indiana,Dubois,Donald Trump,REP,894.0,True,38.3933,-86.9402,15681.0,456.0,2.951337518795918
3668,Indiana,Elkhart,Donald Trump,REP,742.0,True,41.6916,-85.9627,147679.0,739.0,2.870403905279027
3678,Indiana,Fayette,Donald Trump,REP,3406.0,True,39.6582,-85.141,13096.0,658.0,3.532244643626582
3679,Indiana,Floyd,Donald Trump,REP,800.0,True,38.309,-85.8234,36730.0,918.0,2.9030899869919438
3683,Indiana,Fountain,Donald Trump,REP,539.0,True,40.2874,-87.2452,3256.0,696.0,2.7315887651867388
3691,Indiana,Franklin,Donald Trump,REP,795.0,True,39.4231,-85.0105,2535.0,700.0,2.9003671286564705
3698,Indiana,Fulton,Donald Trump,REP,130.0,True,41.0591,-86.1959,6026.0,508.0,2.113943352306837
3702,Indiana,Gibson,Donald Trump,REP,326.0,True,38.3553,-87.5784,8716.0,663.0,2.513217600067939
3712,Indiana,Grant,Donald Trump,REP,357.0,True,40.5497,-85.6604,27730.0,682.0,2.552668216112193
3728,Indiana,Greene,Donald Trump,REP,1156.0,True,39.0354,-87.1577,5293.0,638.0,3.0629578340845103
3737,Indiana,Hamilton,Donald Trump,REP,2109.0,True,39.965,-86.146,99130.0,779.0,3.3240765797394864
3745,Indiana,Hancock,Donald Trump,REP,540.0,True,39.7937,-85.7738,22561.0,642.0,2.7323937598229686
3753,Indiana,Harrison,Donald Trump,REP,1148.0,True,38.213,-86.1257,3154.0,744.0,3.059941888061955
3763,Indiana,Hendricks,Donald Trump,REP,853.0,True,39.6954,-86.3716,34224.0,513.0,2.930949031167523
3774,Indiana,Henry,Donald Trump,REP,2515.0,True,39.9191,-85.3697,17234.0,908.0,3.400537989391946
3789,Indiana,Howard,Donald Trump,REP,214.0,True,40.464,-86.1277,58066.0,611.0,2.330413773349191
3792,Indiana,Huntington,Donald Trump,REP,1830.0,True,40.881,-85.5063,17083.0,709.0,3.2624510897304293
3798,Indiana,Jackson,Donald Trump,REP,405.0,True,38.9476,-85.8911,19780.0,629.0,2.6074550232146687
3804,Indiana,Jasper,Donald Trump,REP,549.0,True,40.9375,-87.1684,6151.0,352.0,2.739572344450092
3809,Indiana,Jay,Donald Trump,REP,1577.0,True,40.4376,-84.9833,5972.0,473.0,3.197831693328903
3815,Indiana,Jefferson,Donald Trump,REP,358.0,True,38.7581,-85.3973,11783.0,526.0,2.5538830266438746
3821,Indiana,Jennings,Donald Trump,REP,349.0,True,39.0171,-85.6317,7167.0,360.0,2.5428254269591797
3827,Indiana,Johnson,Donald Trump,REP,17005.0,True,39.6019,-86.1073,58784.0,813.0,4.230576636268741
3835,Indiana,Knox,Donald Trump,REP,7948.0,True,38.6759,-87.5102,17091.0,890.0,3.9002578584377776
3848,Indiana,Kosciusko,Donald Trump,REP,7303.0,True,41.2448,-85.8465,15757.0,454.0,3.8635013006414503
3861,Indiana,LaGrange,Donald Trump,REP,11311.0,True,41.6481,-85.418,2751.0,594.0,4.053501002386415
3865,Indiana,Lake,Joe Biden,DEM,183152.0,True,41.6168,-87.4909,76141.0,1293.0,5.262811665475155
3887,Indiana,LaPorte,Donald Trump,REP,7078.0,True,41.7092,-86.869,65946.0,590.0,3.849910558301496
3902,Indiana,Lawrence,Donald Trump,REP,13386.0,True,38.8602,-86.4895,13246.0,418.0,4.126650820667481
3907,Indiana,Madison,Donald Trump,REP,75317.0,True,40.0891,-85.6892,85700.0,505.0,4.876893013025544
3922,Indiana,Marion,Joe Biden,DEM,127108.0,True,39.7771,-86.1458,1636763.0,928.0,5.104172885302375
3937,Indiana,Marshall,Donald Trump,REP,16968.0,True,41.3483,-86.3187,10029.0,511.0,4.2296306555085055
3943,Indiana,Martin,Donald Trump,REP,14118.0,True,38.6756,-86.914,2579.0,636.0,4.149773177559665
3948,Indiana,Miami,Donald Trump,REP,43323.0,True,40.7593,-86.0756,11369.0,796.0,4.636718522707071
3956,Indiana,Monroe,Joe Biden,DEM,5862.0,True,39.1637,-86.5257,116615.0,1407.0,3.768045814102417
3961,Indiana,Montgomery,Donald Trump,REP,275403.0,True,40.0428,-86.8976,16088.0,641.0,5.439968666771847
3973,Indiana,Morgan,Donald Trump,REP,158672.0,True,39.4149,-86.4316,11807.0,497.0,5.200500295889335
3981,Indiana,Newton,Donald Trump,REP,8553.0,True,41.1535,-87.2881,3519.0,168.0,3.9321184720291225
3988,Indiana,Noble,Donald Trump,REP,28430.0,True,41.4441,-85.2578,9365.0,596.0,4.453776859690442
3996,Indiana,Ohio,Donald Trump,REP,51535.0,True,38.9531,-84.8544,2108.0,541.0,4.712102280382022
3997,Indiana,Orange,Donald Trump,REP,9012.0,True,38.5572,-86.4698,3633.0,375.0,3.954821183051793
4001,Indiana,Owen,Donald Trump,REP,2971.0,True,39.2862,-86.7725,2224.0,538.0,3.472902651803664
4003,Indiana,Parke,Donald Trump,REP,3101.0,True,39.7666,-87.2295,2304.0,596.0,3.4915017662373264
4009,Indiana,Perry,Donald Trump,REP,13800.0,True,37.9529,-86.7595,7243.0,616.0,4.139879086401237
4012,Indiana,Pike,Donald Trump,REP,13508.0,True,38.4919,-87.281,2315.0,608.0,4.130591051963374
4016,Indiana,Porter,Donald Trump,REP,7830.0,True,41.5856,-87.1797,36524.0,551.0,3.8937617620579434
4032,Indiana,Posey,Donald Trump,REP,4008.0,True,37.9364,-87.8958,6535.0,876.0,3.6029277128591892
4038,Indiana,Pulaski,Donald Trump,REP,5763.0,True,41.0535,-86.6037,2634.0,747.0,3.760648619581356
4043,Indiana,Putnam,Donald Trump,REP,10221.0,True,39.6432,-86.8418,10312.0,760.0,4.00949338828754
4051,Indiana,Randolph,Donald Trump,REP,8757.0,True,40.1719,-84.9764,4763.0,531.0,3.9423553497076766
4060,Indiana,Ripley,Donald Trump,REP,33869.0,True,39.2974,-85.2144,6945.0,439.0,4.529802374061423
4067,Indiana,Rush,Donald Trump,REP,58275.0,True,39.6171,-85.4463,6194.0,723.0,4.765482282192615
4073,Indiana,St. Joseph,Joe Biden,DEM,10671.0,True,41.6767,-86.2696,285569.0,944.0,4.028205119905443
